30.6198575791,-96.3416212624,-0.505670774614,1.37890351456
30.6198539428,-96.3416179386,-0.47105673782,1.37296093916
30.6198504292,-96.3416145645,-0.4216030348,1.34731683312
30.6198471463,-96.3416106279,-0.361658208139,1.33294271597
30.6198439146,-96.3416066763,-0.277636407854,1.34046643926
30.6198411674,-96.3416025286,-0.194245643588,1.37494691298
30.6198384664,-96.3415980924,-0.109749267996,1.41058921557
30.619836264,-96.3415934412,-0.00586747651366,1.3863000198
30.6198344308,-96.3415885281,0.101456450678,1.3714596587
30.6198326286,-96.3415833728,0.222434005304,1.35693063532
30.6198317538,-96.3415781052,0.338674861616,1.34412399141
30.6198309466,-96.3415727751,0.456863087895,1.36463606209
30.6198308096,-96.3415673293,0.572953275868,1.32438511526
30.6198317238,-96.3415620564,0.672802242512,1.36482455648
30.6198329561,-96.3415568882,0.747196449141,1.26181416214
30.6198343435,-96.3415518335,0.787739747786,1.32641754141
30.6198363098,-96.3415469682,0.835993230682,1.26842412514
30.6198381666,-96.3415421098,0.900232670916,1.26417960861
30.6198404549,-96.341537403,0.947563301916,1.25650795911
30.619842814,-96.3415328701,0.975463576181,1.28283529994
30.6198450375,-96.3415281143,1.00042525192,1.28511910606
30.6198476633,-96.3415236796,1.00633154401,1.26835630804
30.619850145,-96.3415192842,1.01404545668,1.28316595677
30.6198527309,-96.3415149832,1.03302680446,1.27784647176
30.6198550829,-96.3415105149,1.04926256631,1.2822045485
30.6198578799,-96.3415062795,1.09490894765,1.30859673838
30.6198607099,-96.3415019376,1.18376245453,1.30402185957
30.6198637975,-96.3414978383,1.27238443283,1.28198311949
30.6198675461,-96.3414946205,1.34725877411,1.34099682467
30.619871274,-96.3414913839,1.38586994939,1.36591780996
30.6198748973,-96.3414882851,1.41982896507,1.37620878237
30.6198786171,-96.3414850271,1.48261553441,1.32760225617
30.6198827379,-96.3414825839,1.50142576993,1.31389261245
30.6198868898,-96.3414800119,1.52764511933,1.32824657245
30.6198911729,-96.341477702,1.57884304306,1.36254431019
30.619895264,-96.3414751645,1.64627870105,1.3192867285
